record_id,domain,language_hint,feedback
R002038,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002039,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002040,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot.  multiple   spaces   here  "
R002041,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu."
R002042,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes. VIN: WDB2030461A123456"
R002043,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002044,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R002045,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R002046,display_infotainment,en,Software update OTA failed and bricked the head unit.
R002047,interior,en,Power window switch on driver door is unresponsive intermittently.
R002048,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002049,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.  multiple   spaces   here  
R002050,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R002051,powertrain,en,AdBlue warning appears constantly even after refilling. Plate: B-MW 1234
R002052,interior,en,The driver seat heater stops working after 48 minutes of driving.  multiple   spaces   here  
R002053,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.  multiple   spaces   here  
R002054,interior,en,Cabin filter smells musty even after replacement. Please fix this asap.
R002055,interior,en,Driver seat cushion has worn through after 29 months. Mercedes please help.
R002056,display_infotainment,en,Backup camera shows black screen when reverse is engaged.  multiple   spaces   here  
R002057,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R002058,display_infotainment,tr,Apple CarPlay her 51 dakikada bir baglantisi kesiliyor. !!!!!!
R002059,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R002060,interior,en,Climate control blows cold air on driver side and hot on passenger side. Plate: B-MW 1234
R002061,interior,en,Climate control blows cold air on driver side and hot on passenger side. <p>this is a complaint</p>
R002062,interior,en,The driver seat heater stops working after 45 minutes of driving. <p>this is a complaint</p>
R002063,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher.  multiple   spaces   here  
R002064,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002065,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002066,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R002067,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R002068,interior,en,Steering wheel heater only warms the lower half of the rim.
R002069,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R002070,powertrain,en,"12v battery drains overnight, car will not start in the morning.  multiple   spaces   here  "
R002071,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002072,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R002073,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R002074,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002075,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R002076,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002077,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R002078,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Please fix this asap."
R002079,interior,en,"Glove box latch broke, lid will not stay closed."
R002080,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. Please fix this asap."
R002081,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R002082,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002083,display_infotainment,en,Software update OTA failed and bricked the head unit.
R002084,interior,en,"Ambient lighting flickers randomly at night, very distracting.  multiple   spaces   here  "
R002085,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold.
R002086,powertrain,en,Electric motor produces a humming noise when accelerating from stop. Plate: B-MW 1234
R002087,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione.
R002088,interior,en,Center console armrest is loose and wobbles when leaning on it.  multiple   spaces   here  
R002089,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R002090,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R002091,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R002092,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R002093,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002094,interior,en,"Glove box latch broke, lid will not stay closed."
R002095,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R002096,interior,en,Power window switch on driver door is unresponsive intermittently.
R002097,interior,en,"Sunroof refuses to close in cold weather, error on dashboard.  multiple   spaces   here  "
R002098,interior,en,Power window switch on driver door is unresponsive intermittently.
R002099,interior,en,The driver seat heater stops working after 6 minutes of driving. Mercedes please help.
R002100,interior,en,"Glove box latch broke, lid will not stay closed. !!!!!!"
R002101,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002102,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R002103,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R002104,display_infotainment,en,Backup camera shows black screen when reverse is engaged. Please fix this asap.
R002105,interior,en,"Dome light stays on after locking the car, drains the 12v battery. VIN: WDB2030461A123456"
R002106,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R002107,display_infotainment,da,Bluetooth-forbindelsen afbrydes hver gang bilen genstartes. <p>this is a complaint</p>
R002108,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R002109,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Mercedes please help."
R002110,powertrain,en,"Engine misfire under heavy acceleration, check engine light on. Please fix this asap."
R002111,interior,en,Cup holder cracked after 42 months of normal use.
R002112,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002113,display_infotainment,tr,Apple CarPlay her 18 dakikada bir baglantisi kesiliyor. Mercedes please help.
R002114,display_infotainment,fr,La camera de recul affiche un ecran noir.
R002115,display_infotainment,es,La camara de marcha atras muestra pantalla negra.
R002116,interior,en,Cup holder cracked after 59 months of normal use. Mercedes please help.
R002117,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. <p>this is a complaint</p>
R002118,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R002119,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor.
R002120,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002121,interior,en,Power window switch on driver door is unresponsive intermittently. Plate: B-MW 1234
R002122,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002123,interior,en,"Ambient lighting flickers randomly at night, very distracting. Plate: B-MW 1234"
R002124,interior,en,Cabin filter smells musty even after replacement.
R002125,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R002126,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R002127,interior,en,Mirror auto-dimming feature does not work at night.  multiple   spaces   here  
R002128,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R002129,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein.
R002130,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002131,interior,en,Driver seat cushion has worn through after 58 months.
R002132,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl. Mercedes please help.
R002133,display_infotainment,en,GPS navigation routes through closed roads repeatedly. Contact me at john.doe@example.com or +49 30 1234567.
R002134,powertrain,en,On-board charger refuses to connect with public DC fast chargers.
R002135,powertrain,en,AdBlue warning appears constantly even after refilling.
R002136,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R002137,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R002138,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002139,interior,en,The driver seat heater stops working after 24 minutes of driving.
R002140,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002141,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R002142,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.
R002143,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. Contact me at john.doe@example.com or +49 30 1234567.
R002144,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002145,interior,en,Cabin filter smells musty even after replacement.
R002146,display_infotainment,es,La camara de marcha atras muestra pantalla negra. Mercedes please help.
R002147,interior,en,"Glove box latch broke, lid will not stay closed."
R002148,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold.
R002149,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. Plate: B-MW 1234
R002150,interior,en,Cup holder cracked after 57 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R002151,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs. Mercedes please help.
R002152,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. <p>this is a complaint</p>
R002153,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R002154,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R002155,interior,en,Center console armrest is loose and wobbles when leaning on it.  multiple   spaces   here  
R002156,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R002157,interior,en,Mirror auto-dimming feature does not work at night.
R002158,display_infotainment,en,Software update OTA failed and bricked the head unit. VIN: WDB2030461A123456
R002159,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002160,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R002161,interior,en,The driver seat heater stops working after 14 minutes of driving.
R002162,interior,en,Mirror auto-dimming feature does not work at night.
R002163,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Contact me at john.doe@example.com or +49 30 1234567.
R002164,interior,en,Power window switch on driver door is unresponsive intermittently. Plate: B-MW 1234
R002165,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. VIN: WDB2030461A123456"
R002166,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. !!!!!!
R002167,interior,en,Center console armrest is loose and wobbles when leaning on it. VIN: WDB2030461A123456
R002168,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R002169,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. VIN: WDB2030461A123456"
R002170,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R002171,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R002172,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002173,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands.
R002174,interior,en,"Glove box latch broke, lid will not stay closed. <p>this is a complaint</p>"
R002175,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. <p>this is a complaint</p>"
R002176,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. <p>this is a complaint</p>
R002177,interior,en,Cup holder cracked after 7 months of normal use. VIN: WDB2030461A123456
R002178,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand. Plate: B-MW 1234
R002179,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. VIN: WDB2030461A123456
R002180,interior,en,Cabin filter smells musty even after replacement.
R002181,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear. !!!!!!
R002182,display_infotainment,en,Wireless charger overheats and stops charging the phone.
R002183,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002184,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R002185,powertrain,de,"Kuehlmittelverlust unter dem Motor, suesslicher Geruch."
R002186,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002187,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. Plate: B-MW 1234"
R002188,powertrain,en,"Engine misfire under heavy acceleration, check engine light on. Contact me at john.doe@example.com or +49 30 1234567."
R002189,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. VIN: WDB2030461A123456"
R002190,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor. Contact me at john.doe@example.com or +49 30 1234567.
R002191,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R002192,interior,en,Steering wheel heater only warms the lower half of the rim. Contact me at john.doe@example.com or +49 30 1234567.
R002193,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002194,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002195,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002196,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002197,interior,en,The driver seat heater stops working after 11 minutes of driving.
R002198,interior,en,Driver seat cushion has worn through after 40 months.
R002199,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002200,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002201,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R002202,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R002203,display_infotainment,en,Wireless charger overheats and stops charging the phone. Contact me at john.doe@example.com or +49 30 1234567.
R002204,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.
R002205,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R002206,interior,en,Steering wheel heater only warms the lower half of the rim.
R002207,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R002208,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002209,interior,en,Power window switch on driver door is unresponsive intermittently. Please fix this asap.
R002210,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002211,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002212,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R002213,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R002214,powertrain,en,Diesel particulate filter regeneration fails repeatedly. Mercedes please help.
R002215,interior,en,Cup holder cracked after 18 months of normal use. VIN: WDB2030461A123456
R002216,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R002217,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor. Plate: B-MW 1234
R002218,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R002219,interior,en,Cabin filter smells musty even after replacement.
R002220,display_infotainment,en,Software update OTA failed and bricked the head unit. <p>this is a complaint</p>
R002221,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002222,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R002223,display_infotainment,pl,Apple CarPlay rozlacza sie co 56 minut.
R002224,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs. Mercedes please help.
R002225,interior,en,Cup holder cracked after 37 months of normal use.  multiple   spaces   here  
R002226,interior,en,The driver seat heater stops working after 42 minutes of driving.
R002227,interior,en,Power window switch on driver door is unresponsive intermittently.  multiple   spaces   here  
R002228,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R002229,interior,en,Cabin filter smells musty even after replacement.
R002230,interior,en,Cup holder cracked after 23 months of normal use. Mercedes please help.
R002231,powertrain,en,"Engine misfire under heavy acceleration, check engine light on."
R002232,interior,en,Driver seat cushion has worn through after 23 months. !!!!!!
R002233,interior,en,"Rear seat belt buckle is stuck, cannot release the belt.  multiple   spaces   here  "
R002234,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R002235,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. VIN: WDB2030461A123456"
R002236,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher.  multiple   spaces   here  
R002237,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. <p>this is a complaint</p>
R002238,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002239,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R002240,interior,en,The driver seat heater stops working after 15 minutes of driving. Plate: B-MW 1234
R002241,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R002242,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002243,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Mercedes please help.
R002244,interior,en,Driver seat cushion has worn through after 12 months. Plate: B-MW 1234
R002245,interior,en,"Ambient lighting flickers randomly at night, very distracting. Plate: B-MW 1234"
R002246,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R002247,interior,en,Driver seat cushion has worn through after 22 months. <p>this is a complaint</p>
R002248,interior,en,Steering wheel heater only warms the lower half of the rim.
R002249,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Please fix this asap."
R002250,interior,en,Power window switch on driver door is unresponsive intermittently.
R002251,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002252,interior,en,The driver seat heater stops working after 51 minutes of driving.
R002253,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher. VIN: WDB2030461A123456
R002254,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. VIN: WDB2030461A123456"
R002255,interior,en,Cup holder cracked after 32 months of normal use. <p>this is a complaint</p>
R002256,display_infotainment,en,GPS navigation routes through closed roads repeatedly.  multiple   spaces   here  
R002257,interior,en,Cabin filter smells musty even after replacement.
R002258,display_infotainment,es,La camara de marcha atras muestra pantalla negra. VIN: WDB2030461A123456
R002259,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002260,powertrain,de,"Kuehlmittelverlust unter dem Motor, suesslicher Geruch. Mercedes please help."
R002261,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R002262,interior,en,Mirror auto-dimming feature does not work at night.
R002263,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002264,interior,en,Mirror auto-dimming feature does not work at night.
R002265,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R002266,powertrain,en,"Engine misfire under heavy acceleration, check engine light on. Plate: B-MW 1234"
R002267,powertrain,en,EV high voltage battery range dropped 22 percent after one winter.
R002268,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R002269,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R002270,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002271,interior,en,The driver seat heater stops working after 41 minutes of driving. VIN: WDB2030461A123456
R002272,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R002273,interior,en,Cup holder cracked after 19 months of normal use.
R002274,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis."
R002275,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002276,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R002277,interior,en,The driver seat heater stops working after 10 minutes of driving.
R002278,interior,en,"Glove box latch broke, lid will not stay closed."
R002279,interior,en,The driver seat heater stops working after 7 minutes of driving. Mercedes please help.
R002280,interior,en,Center console armrest is loose and wobbles when leaning on it. Plate: B-MW 1234
R002281,display_infotainment,tr,Apple CarPlay her 55 dakikada bir baglantisi kesiliyor. <p>this is a complaint</p>
R002282,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R002283,interior,en,Driver seat cushion has worn through after 14 months. <p>this is a complaint</p>
R002284,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R002285,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.  multiple   spaces   here  
R002286,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002287,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. <p>this is a complaint</p>
R002288,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002289,interior,en,Center console armrest is loose and wobbles when leaning on it.  multiple   spaces   here  
R002290,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002291,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R002292,interior,en,Cup holder cracked after 27 months of normal use.
R002293,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R002294,display_infotainment,it,Apple CarPlay si disconnette ogni 22 minuti. Contact me at john.doe@example.com or +49 30 1234567.
R002295,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R002296,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R002297,display_infotainment,en,GPS navigation routes through closed roads repeatedly.  multiple   spaces   here  
R002298,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002299,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R002300,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. VIN: WDB2030461A123456
R002301,interior,en,Cabin filter smells musty even after replacement.
R002302,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R002303,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002304,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Mercedes please help."
R002305,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R002306,interior,en,Cabin filter smells musty even after replacement. Mercedes please help.
R002307,interior,en,Cup holder cracked after 36 months of normal use. <p>this is a complaint</p>
R002308,interior,en,"Glove box latch broke, lid will not stay closed. !!!!!!"
R002309,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R002310,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002311,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Please fix this asap."
R002312,interior,en,Driver seat cushion has worn through after 30 months.
R002313,interior,en,Steering wheel heater only warms the lower half of the rim.
R002314,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R002315,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. Please fix this asap.
R002316,interior,en,"Glove box latch broke, lid will not stay closed."
R002317,interior,en,Driver seat cushion has worn through after 10 months. Plate: B-MW 1234
R002318,display_infotainment,tr,Apple CarPlay her 53 dakikada bir baglantisi kesiliyor.
R002319,powertrain,en,"12v battery drains overnight, car will not start in the morning. Contact me at john.doe@example.com or +49 30 1234567."
R002320,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R002321,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R002322,interior,en,Cup holder cracked after 21 months of normal use. Plate: B-MW 1234
R002323,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor.
R002324,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. Mercedes please help.
R002325,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart.
R002326,interior,en,"Dome light stays on after locking the car, drains the 12v battery. VIN: WDB2030461A123456"
R002327,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002328,interior,en,Mirror auto-dimming feature does not work at night. VIN: WDB2030461A123456
R002329,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. <p>this is a complaint</p>"
R002330,interior,en,Cup holder cracked after 9 months of normal use.
R002331,display_infotainment,en,Software update OTA failed and bricked the head unit. Mercedes please help.
R002332,powertrain,de,AdBlue-Warnung bleibt trotz Nachfuellen bestehen. !!!!!!
R002333,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R002334,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002335,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R002336,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R002337,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R002338,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor.
R002339,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R002340,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R002341,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R002342,interior,en,Cabin filter smells musty even after replacement. Mercedes please help.
R002343,display_infotainment,it,Apple CarPlay si disconnette ogni 52 minuti. <p>this is a complaint</p>
R002344,interior,en,Steering wheel heater only warms the lower half of the rim. Plate: B-MW 1234
R002345,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R002346,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Mercedes please help."
R002347,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R002348,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R002349,display_infotainment,en,Software update OTA failed and bricked the head unit. <p>this is a complaint</p>
R002350,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R002351,interior,en,The driver seat heater stops working after 4 minutes of driving. Plate: B-MW 1234
R002352,interior,en,Cup holder cracked after 9 months of normal use. Plate: B-MW 1234
R002353,interior,en,Center console armrest is loose and wobbles when leaning on it.
R002354,interior,en,Center console armrest is loose and wobbles when leaning on it. VIN: WDB2030461A123456
R002355,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.  multiple   spaces   here  
R002356,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R002357,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002358,interior,en,"Glove box latch broke, lid will not stay closed. <p>this is a complaint</p>"
R002359,interior,en,"Glove box latch broke, lid will not stay closed."
R002360,interior,en,Climate control blows cold air on driver side and hot on passenger side.  multiple   spaces   here  
R002361,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002362,display_infotainment,da,Bluetooth-forbindelsen afbrydes hver gang bilen genstartes.  multiple   spaces   here  
R002363,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. VIN: WDB2030461A123456"
R002364,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear. <p>this is a complaint</p>
R002365,interior,en,Cup holder cracked after 53 months of normal use.
R002366,interior,en,The driver seat heater stops working after 46 minutes of driving. Plate: B-MW 1234
R002367,powertrain,en,On-board charger refuses to connect with public DC fast chargers.
R002368,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002369,interior,en,"Glove box latch broke, lid will not stay closed."
R002370,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor.
R002371,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R002372,interior,en,Driver seat cushion has worn through after 52 months.
R002373,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R002374,interior,en,Power window switch on driver door is unresponsive intermittently.
R002375,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. Plate: B-MW 1234"
R002376,powertrain,de,"Kuehlmittelverlust unter dem Motor, suesslicher Geruch. Please fix this asap."
R002377,display_infotainment,en,Bluetooth pairing drops every time the car is restarted.  multiple   spaces   here  
R002378,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 13 Prozent gesunken.  multiple   spaces   here  
R002379,interior,en,The driver seat heater stops working after 23 minutes of driving.
R002380,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor.
R002381,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen. Mercedes please help.
